Postcode,Bedrooms,RentalUnitDesc,VUDate,VTDate,TENDate,RUUseType,HousingServiceCentre,VUDays,VTDays,TotalVAC,LGA,StateElectorate
4878,1,APARTMENT,4/04/2018,6/04/2018,27/04/2018,Community Housing,202,2,21,23,CAIRNS,BARRON RIVER
4170,2,APARTMENT,4/04/2018,4/04/2018,21/04/2018,Community Housing,109,0,17,17,BRISBANE,BULIMBA
4510,3,ATTACHED HOUSING,6/02/2018,9/02/2018,20/04/2018,Community Housing,103,3,70,73,MORETON BAY,MORAYFIELD
4161,3,DETACHED HOUSE,4/04/2018,23/04/2018,23/04/2018,Community Housing,106,19,0,19,REDLAND,CAPALABA
4701,2,APARTMENT,22/03/2018,27/03/2018,18/04/2018,Community Housing,206,5,22,27,ROCKHAMPTON,ROCKHAMPTON
4701,2,DUPLEX,5/03/2018,23/03/2018,17/04/2018,Community Housing,206,18,25,43,ROCKHAMPTON,KEPPEL
4700,2,APARTMENT,13/03/2018,22/03/2018,10/04/2018,Community Housing,206,9,19,28,ROCKHAMPTON,ROCKHAMPTON
4013,2,CLUSTER HOUSING,16/04/2018,24/04/2018,24/04/2018,Community Housing,105,8,0,8,BRISBANE,NUDGEE
4032,2,CLUSTER HOUSING,29/03/2018,24/04/2018,24/04/2018,Community Housing,105,26,0,26,BRISBANE,STAFFORD
4650,3,DETACHED HOUSE,19/03/2018,6/04/2018,13/04/2018,Community Housing,213,18,7,25,FRASER COAST,MARYBOROUGH
4208,3,DETACHED HOUSE,29/03/2018,5/04/2018,13/04/2018,Community Housing,204,7,8,15,GOLD COAST,COOMERA
4179,1,APARTMENT,10/04/2018,19/04/2018,19/04/2018,Community Housing,109,9,0,9,BRISBANE,LYTTON
4179,1,APARTMENT,4/04/2018,27/04/2018,27/04/2018,Community Housing,109,23,0,23,BRISBANE,LYTTON
4701,2,CLUSTER HOUSING,23/03/2018,16/04/2018,17/04/2018,Community Housing,206,24,1,25,ROCKHAMPTON,ROCKHAMPTON
4305,4,DETACHED HOUSE,12/03/2018,4/04/2018,27/04/2018,Community Housing,102,23,23,46,IPSWICH,IPSWICH WEST
4814,3,DETACHED HOUSE,19/03/2018,23/03/2018,5/04/2018,Community Housing,201,4,13,17,TOWNSVILLE,MUNDINGBURRA
4217,1,APARTMENT,13/04/2018,16/04/2018,17/04/2018,Community Housing,204,3,1,4,GOLD COAST,SURFERS PARADISE
4030,1,APARTMENT,3/04/2018,9/04/2018,9/04/2018,Community Housing,108,6,0,6,BRISBANE,CLAYFIELD
4305,2,APARTMENT,6/03/2018,21/03/2018,11/04/2018,Community Housing,102,15,21,36,IPSWICH,IPSWICH WEST
4510,3,DETACHED HOUSE,28/03/2018,10/04/2018,24/04/2018,Community Housing,103,13,14,27,MORETON BAY,MORAYFIELD
4011,2,APARTMENT,7/03/2018,16/04/2018,16/04/2018,Community Housing,108,40,0,40,BRISBANE,CLAYFIELD
4010,2,DUPLEX,16/03/2018,6/04/2018,6/04/2018,Community Housing,108,21,0,21,BRISBANE,CLAYFIELD
4655,2,DUPLEX,29/03/2018,5/04/2018,6/04/2018,Community Housing,213,7,1,8,FRASER COAST,HERVEY BAY
4655,2,DUPLEX,28/03/2018,5/04/2018,6/04/2018,Community Housing,213,8,1,9,FRASER COAST,HERVEY BAY
4560,3,DETACHED HOUSE,24/04/2018,26/04/2018,26/04/2018,Community Housing,205,2,0,2,SUNSHINE COAST,NICKLIN
4814,5,DETACHED HOUSE,16/04/2018,17/04/2018,27/04/2018,Community Housing,201,1,10,11,TOWNSVILLE,MUNDINGBURRA
4814,3,DETACHED HOUSE,16/04/2018,17/04/2018,18/04/2018,Community Housing,201,1,1,2,TOWNSVILLE,THURINGOWA
4034,3,DETACHED HOUSE,15/01/2018,8/02/2018,10/05/2018,Public Housing,105,24,91,115,BRISBANE,NUDGEE
4017,2,APARTMENT,7/12/2017,10/05/2018,10/05/2018,Public Housing,105,154,0,154,BRISBANE,SANDGATE
4012,1,APARTMENT,14/05/2018,14/05/2018,17/05/2018,Public Housing,105,0,3,3,BRISBANE,NUDGEE
4012,1,APARTMENT,17/05/2018,17/05/2018,22/05/2018,Public Housing,105,0,5,5,BRISBANE,NUDGEE
4169,1,APARTMENT,8/05/2018,29/05/2018,29/05/2018,Community Housing,108,21,0,21,BRISBANE,SOUTH BRISBANE
4101,1,APARTMENT,21/05/2018,24/05/2018,24/05/2018,Community Housing,108,3,0,3,BRISBANE,SOUTH BRISBANE
4006,1,APARTMENT,2/05/2018,10/05/2018,10/05/2018,Community Housing,108,8,0,8,BRISBANE,MCCONNEL
4006,2,APARTMENT,22/05/2018,29/05/2018,29/05/2018,Community Housing,108,7,0,7,BRISBANE,MCCONNEL
4006,1,APARTMENT,16/05/2018,31/05/2018,31/05/2018,Community Housing,108,15,0,15,BRISBANE,MCCONNEL
4670,4,DETACHED HOUSE,22/03/2018,25/05/2018,25/05/2018,Public Housing,208,64,0,64,BUNDABERG,BUNDABERG
4870,3,DUPLEX,28/02/2018,9/03/2018,9/05/2018,Public Housing,202,9,61,70,CAIRNS,CAIRNS
4870,1,APARTMENT,4/05/2018,8/05/2018,10/05/2018,Community Housing,202,4,2,6,CAIRNS,CAIRNS
4405,3,DETACHED HOUSE,5/12/2017,15/12/2017,29/05/2018,Community Housing,207,10,165,175,WESTERN DOWNS,WARREGO
4720,1,DUAL OCCUPANCY,1/05/2018,1/05/2018,1/05/2018,Community Housing,211,0,0,0,CENTRAL HIGHLANDS,GREGORY
4720,1,DUAL OCCUPANCY,22/05/2018,23/05/2018,23/05/2018,Community Housing,211,1,0,1,CENTRAL HIGHLANDS,GREGORY
4720,2,DUAL OCCUPANCY,1/05/2018,17/05/2018,18/05/2018,Community Housing,211,16,1,17,CENTRAL HIGHLANDS,GREGORY
4720,2,DUAL OCCUPANCY,22/05/2018,22/05/2018,22/05/2018,Community Housing,211,0,0,0,CENTRAL HIGHLANDS,GREGORY
4390,3,DETACHED HOUSE,4/01/2018,15/01/2018,29/05/2018,Community Housing,207,11,134,145,GOONDIWINDI,SOUTHERN DOWNS
4390,3,DETACHED HOUSE,9/01/2018,19/01/2018,23/05/2018,Community Housing,207,10,124,134,GOONDIWINDI,SOUTHERN DOWNS
4570,3,DETACHED HOUSE,17/01/2018,18/05/2018,18/05/2018,Public Housing,205,121,0,121,GYMPIE,GYMPIE
4220,2,APARTMENT,19/03/2018,5/04/2018,9/05/2018,Community Housing,204,17,34,51,GOLD COAST,MERMAID BEACH
4165,3,CLUSTER HOUSING,13/02/2018,21/05/2018,21/05/2018,Public Housing,106,97,0,97,REDLAND,REDLANDS
4455,3,DETACHED HOUSE,29/11/2017,18/05/2018,18/05/2018,Community Housing,207,170,0,170,MARANOA,WARREGO
4455,3,DETACHED HOUSE,5/04/2018,19/04/2018,30/05/2018,Community Housing,207,14,41,55,MARANOA,WARREGO
4812,1,APARTMENT,8/05/2018,11/05/2018,14/05/2018,Community Housing,201,3,3,6,TOWNSVILLE,TOWNSVILLE
4880,1,SENIOR UNIT,23/02/2018,26/02/2018,14/05/2018,Community Housing,202,3,77,80,MAREEBA,COOK
4728,1,APARTMENT,1/11/2017,14/12/2017,18/05/2018,Community Housing,211,43,155,198,BARCALDINE,GREGORY
4650,1,APARTMENT,23/05/2018,31/05/2018,31/05/2018,Community Housing,213,8,0,8,FRASER COAST,MARYBOROUGH
4114,2,APARTMENT,19/04/2018,11/05/2018,11/05/2018,Community Housing,101,22,0,22,LOGAN,WOODRIDGE
4350,1,SENIOR UNIT,26/05/2000,13/09/2002,22/05/2018,Community Housing,207,840,5730,6570,TOOWOOMBA,TOOWOOMBA SOUTH
4428,2,DUPLEX,13/01/2012,13/01/2012,11/05/2018,Community Housing,207,0,2310,2310,MARANOA,WARREGO
4670,1,SENIOR UNIT,4/04/2018,18/04/2018,3/05/2018,Community Housing,208,14,15,29,BUNDABERG,BUNDABERG
4870,1,SENIOR UNIT,6/04/2018,9/04/2018,3/05/2018,Community Housing,202,3,24,27,CAIRNS,CAIRNS
4659,1,SENIOR UNIT,20/04/2018,3/05/2018,3/05/2018,Community Housing,213,13,0,13,FRASER COAST,MARYBOROUGH
4659,1,SENIOR UNIT,20/04/2018,3/05/2018,3/05/2018,Community Housing,213,13,0,13,FRASER COAST,MARYBOROUGH
4735,2,DETACHED HOUSE,2/01/2018,1/05/2018,9/05/2018,Community Housing,211,119,8,127,WINTON,GREGORY
4703,3,DETACHED HOUSE,23/03/2018,27/03/2018,1/05/2018,Community Housing,206,4,35,39,LIVINGSTONE,KEPPEL
4560,2,APARTMENT,23/04/2018,18/05/2018,18/05/2018,Community Housing,205,25,0,25,SUNSHINE COAST,NICKLIN
4677,2,SENIOR UNIT,1/11/2017,14/12/2017,30/05/2018,Community Housing,212,43,167,210,GLADSTONE,BURNETT
4870,1,SENIOR UNIT,4/04/2018,6/04/2018,30/05/2018,Community Housing,202,2,54,56,CAIRNS,CAIRNS
4000,2,APARTMENT,17/04/2018,25/05/2018,25/05/2018,Community Housing,108,38,0,38,BRISBANE,MCCONNEL
4030,1,APARTMENT,27/04/2018,10/05/2018,10/05/2018,Community Housing,108,13,0,13,BRISBANE,CLAYFIELD
4030,1,APARTMENT,5/04/2018,10/05/2018,10/05/2018,Community Housing,108,35,0,35,BRISBANE,CLAYFIELD
4670,1,APARTMENT,20/04/2018,26/04/2018,18/05/2018,Community Housing,208,6,22,28,BUNDABERG,BUNDABERG
4560,1,APARTMENT,18/05/2018,23/05/2018,23/05/2018,Community Housing,205,5,0,5,SUNSHINE COAST,NICKLIN
4017,4,DETACHED HOUSE,2/05/2018,22/05/2018,22/05/2018,Community Housing,105,20,0,20,BRISBANE,SANDGATE
4570,3,CLUSTER HOUSING,18/04/2018,9/05/2018,9/05/2018,Community Housing,205,21,0,21,GYMPIE,GYMPIE
4701,2,APARTMENT,18/04/2018,26/04/2018,14/05/2018,Community Housing,206,8,18,26,ROCKHAMPTON,ROCKHAMPTON
4305,1,APARTMENT,5/04/2018,14/05/2018,15/05/2018,Community Housing,102,39,1,40,IPSWICH,IPSWICH WEST
4305,1,APARTMENT,5/04/2018,14/05/2018,15/05/2018,Community Housing,102,39,1,40,IPSWICH,IPSWICH WEST
4300,3,DETACHED HOUSE,23/03/2018,13/04/2018,15/05/2018,Community Housing,102,21,32,53,IPSWICH,JORDAN
4165,2,APARTMENT,26/02/2018,6/03/2018,21/05/2018,Public Housing,106,8,76,84,REDLAND,REDLANDS
4895,3,DUAL OCCUPANCY,10/04/2018,10/04/2018,24/05/2018,Community Housing,202,0,44,44,COOK,COOK
4703,2,DUAL OCCUPANCY,6/04/2018,4/05/2018,30/05/2018,Community Housing,206,28,26,54,LIVINGSTONE,KEPPEL
4680,3,DETACHED HOUSE,3/04/2018,2/05/2018,30/05/2018,Community Housing,212,29,28,57,GLADSTONE,GLADSTONE
4680,3,DETACHED HOUSE,1/11/2017,14/12/2017,30/05/2018,Community Housing,212,43,167,210,GLADSTONE,GLADSTONE
4680,3,DETACHED HOUSE,29/03/2018,29/03/2018,30/05/2018,Community Housing,212,0,62,62,GLADSTONE,GLADSTONE
4655,1,APARTMENT,20/04/2018,26/04/2018,9/05/2018,Community Housing,213,6,13,19,FRASER COAST,HERVEY BAY
4680,1,APARTMENT,1/11/2017,14/12/2017,2/05/2018,Community Housing,212,43,139,182,GLADSTONE,GLADSTONE
4720,3,DUPLEX,20/02/2018,13/04/2018,9/05/2018,Community Housing,211,52,26,78,CENTRAL HIGHLANDS,GREGORY
4870,1,APARTMENT,27/04/2018,30/04/2018,16/05/2018,Community Housing,202,3,16,19,CAIRNS,CAIRNS
4000,1,APARTMENT,26/04/2018,4/05/2018,4/05/2018,Community Housing,108,8,0,8,BRISBANE,BRISBANE CENTRAL
4000,1,APARTMENT,16/04/2018,2/05/2018,2/05/2018,Community Housing,108,16,0,16,BRISBANE,BRISBANE CENTRAL
4019,1,APARTMENT,13/04/2018,27/04/2018,29/05/2018,Community Housing,110,14,32,46,MORETON BAY,REDCLIFFE
4019,1,APARTMENT,4/04/2018,10/04/2018,29/05/2018,Community Housing,110,6,49,55,MORETON BAY,REDCLIFFE
4350,1,APARTMENT,25/11/2016,1/12/2016,21/05/2018,Community Housing,207,6,536,542,TOOWOOMBA,TOOWOOMBA SOUTH
4220,1,APARTMENT,12/04/2018,20/04/2018,3/05/2018,Community Housing,204,8,13,21,GOLD COAST,BURLEIGH
4157,1,APARTMENT,4/04/2018,26/04/2018,1/05/2018,Community Housing,106,22,5,27,REDLAND,CAPALABA
4157,1,APARTMENT,20/04/2018,28/05/2018,28/05/2018,Community Housing,106,38,0,38,REDLAND,CAPALABA
4157,1,APARTMENT,22/02/2018,9/04/2018,10/05/2018,Community Housing,106,46,31,77,REDLAND,CAPALABA
4007,1,APARTMENT,10/05/2018,31/05/2018,31/05/2018,Community Housing,108,21,0,21,BRISBANE,CLAYFIELD
4006,1,APARTMENT,2/05/2018,29/05/2018,29/05/2018,Community Housing,108,27,0,27,BRISBANE,MCCONNEL
4740,2,CLUSTER HOUSING,9/05/2018,16/05/2018,23/05/2018,Community Housing,203,7,7,14,MACKAY,MACKAY
4812,1,APARTMENT,24/05/2018,29/05/2018,30/05/2018,Community Housing,201,5,1,6,TOWNSVILLE,MUNDINGBURRA
4812,1,APARTMENT,23/04/2018,24/04/2018,2/05/2018,Community Housing,201,1,8,9,TOWNSVILLE,MUNDINGBURRA
4812,1,APARTMENT,23/03/2018,5/04/2018,31/05/2018,Community Housing,201,13,56,69,TOWNSVILLE,MUNDINGBURRA
4218,2,APARTMENT,12/04/2018,3/05/2018,18/05/2018,Community Housing,204,21,15,36,GOLD COAST,MERMAID BEACH
4216,2,APARTMENT,14/05/2018,14/05/2018,17/05/2018,Community Housing,204,0,3,3,GOLD COAST,BROADWATER
4703,1,APARTMENT,22/03/2018,27/03/2018,15/05/2018,Community Housing,206,5,49,54,LIVINGSTONE,KEPPEL
4670,1,APARTMENT,16/05/2018,18/05/2018,29/05/2018,Community Housing,208,2,11,13,BUNDABERG,BUNDABERG
4814,1,APARTMENT,14/05/2018,22/05/2018,22/05/2018,Community Housing,201,8,0,8,TOWNSVILLE,MUNDINGBURRA
4510,1,APARTMENT,1/05/2018,25/05/2018,25/05/2018,Community Housing,103,24,0,24,MORETON BAY,MORAYFIELD
4670,1,APARTMENT,27/04/2018,3/05/2018,4/05/2018,Community Housing,208,6,1,7,BUNDABERG,BUNDABERG
4215,1,APARTMENT,10/04/2018,9/05/2018,9/05/2018,Community Housing,204,29,0,29,GOLD COAST,BONNEY
4680,1,APARTMENT,6/04/2018,6/04/2018,23/05/2018,Community Housing,212,0,47,47,GLADSTONE,GLADSTONE
4104,2,APARTMENT,5/05/2018,8/05/2018,22/05/2018,Community Housing,107,3,14,17,BRISBANE,MILLER
4104,2,APARTMENT,16/05/2018,17/05/2018,28/05/2018,Community Housing,107,1,11,12,BRISBANE,MILLER
4814,1,APARTMENT,25/04/2018,27/04/2018,4/05/2018,Community Housing,201,2,7,9,TOWNSVILLE,MUNDINGBURRA
4161,2,APARTMENT,20/04/2018,8/05/2018,8/05/2018,Community Housing,106,18,0,18,REDLAND,CAPALABA
4006,1,APARTMENT,17/05/2018,17/05/2018,17/05/2018,Community Housing,108,0,0,0,BRISBANE,MCCONNEL
4006,1,APARTMENT,10/05/2018,11/05/2018,11/05/2018,Community Housing,108,1,0,1,BRISBANE,MCCONNEL
4006,1,APARTMENT,24/05/2018,24/05/2018,24/05/2018,Community Housing,108,0,0,0,BRISBANE,MCCONNEL
4006,1,APARTMENT,3/05/2018,3/05/2018,3/05/2018,Community Housing,108,0,0,0,BRISBANE,MCCONNEL
4006,1,APARTMENT,31/05/2018,31/05/2018,31/05/2018,Community Housing,108,0,0,0,BRISBANE,MCCONNEL
4006,1,APARTMENT,10/05/2018,11/05/2018,11/05/2018,Community Housing,108,1,0,1,BRISBANE,MCCONNEL
4006,1,APARTMENT,24/05/2018,24/05/2018,24/05/2018,Community Housing,108,0,0,0,BRISBANE,MCCONNEL
4059,1,APARTMENT,17/05/2018,17/05/2018,17/05/2018,Community Housing,108,0,0,0,BRISBANE,MCCONNEL
4059,1,APARTMENT,17/05/2018,22/05/2018,22/05/2018,Community Housing,108,5,0,5,BRISBANE,MCCONNEL
4012,2,APARTMENT,23/05/2018,23/05/2018,23/05/2018,Community Housing,105,0,0,0,BRISBANE,NUDGEE
4020,1,APARTMENT,15/05/2018,15/05/2018,15/05/2018,Community Housing,110,0,0,0,MORETON BAY,REDCLIFFE
4869,4,DETACHED HOUSE,22/05/2018,23/05/2018,24/05/2018,Community Housing,202,1,1,2,CAIRNS,MULGRAVE
4104,1,APARTMENT,10/05/2018,11/05/2018,31/05/2018,Community Housing,107,1,20,21,BRISBANE,MILLER
4670,1,APARTMENT,9/05/2018,16/05/2018,18/05/2018,Community Housing,208,7,2,9,BUNDABERG,BUNDABERG
4868,1,APARTMENT,27/04/2018,30/04/2018,31/05/2018,Community Housing,202,3,31,34,CAIRNS,MULGRAVE
4868,1,APARTMENT,27/04/2018,30/04/2018,30/05/2018,Community Housing,202,3,30,33,CAIRNS,MULGRAVE
4802,1,APARTMENT,30/04/2018,2/05/2018,11/05/2018,Community Housing,203,2,9,11,WHITSUNDAY,WHITSUNDAY
4105,1,APARTMENT,19/04/2018,23/04/2018,28/05/2018,Community Housing,107,4,35,39,BRISBANE,TOOHEY
4012,1,APARTMENT,12/03/2018,8/05/2018,8/05/2018,Community Housing,105,57,0,57,BRISBANE,NUDGEE
4304,2,APARTMENT,4/04/2018,1/05/2018,1/05/2018,Community Housing,102,27,0,27,IPSWICH,BUNDAMBA
4812,1,APARTMENT,21/05/2018,27/05/2018,28/05/2018,Community Housing,201,6,1,7,TOWNSVILLE,TOWNSVILLE
4455,3,DETACHED HOUSE,30/01/2018,12/02/2018,18/05/2018,Community Housing,207,13,95,108,MARANOA,WARREGO
4207,1,APARTMENT,24/05/2018,24/05/2018,24/05/2018,Community Housing,101,0,0,0,LOGAN,MACALISTER
4207,1,APARTMENT,19/04/2018,2/05/2018,2/05/2018,Community Housing,101,13,0,13,LOGAN,MACALISTER
4812,2,APARTMENT,23/03/2018,25/03/2018,10/05/2018,Community Housing,201,2,46,48,TOWNSVILLE,MUNDINGBURRA
4810,2,APARTMENT,27/04/2018,30/04/2018,21/05/2018,Community Housing,201,3,21,24,TOWNSVILLE,TOWNSVILLE
4670,1,APARTMENT,12/04/2018,16/04/2018,2/05/2018,Community Housing,208,4,16,20,BUNDABERG,BUNDABERG
4305,2,APARTMENT,6/03/2018,4/04/2018,16/05/2018,Community Housing,102,29,42,71,IPSWICH,IPSWICH WEST
4305,2,APARTMENT,13/04/2018,1/05/2018,1/05/2018,Community Housing,102,18,0,18,IPSWICH,IPSWICH WEST
4810,2,APARTMENT,13/04/2018,13/04/2018,2/05/2018,Community Housing,201,0,19,19,TOWNSVILLE,TOWNSVILLE
4810,2,APARTMENT,8/05/2018,11/05/2018,21/05/2018,Community Housing,201,3,10,13,TOWNSVILLE,TOWNSVILLE
4814,4,DUPLEX,25/04/2018,27/04/2018,28/05/2018,Community Housing,201,2,31,33,TOWNSVILLE,MUNDINGBURRA
4102,1,APARTMENT,30/04/2018,30/04/2018,11/05/2018,Community Housing,107,0,11,11,BRISBANE,SOUTH BRISBANE
4550,2,APARTMENT,11/04/2018,18/05/2018,18/05/2018,Community Housing,205,37,0,37,SUNSHINE COAST,CALOUNDRA
4815,2,APARTMENT,14/05/2018,25/05/2018,29/05/2018,Community Housing,201,11,4,15,TOWNSVILLE,THURINGOWA
4171,1,APARTMENT,11/05/2018,25/05/2018,25/05/2018,Community Housing,109,14,0,14,BRISBANE,BULIMBA
4519,2,APARTMENT,26/04/2018,22/05/2018,22/05/2018,Community Housing,205,26,0,26,SUNSHINE COAST,CALOUNDRA
4519,2,APARTMENT,24/04/2018,22/05/2018,22/05/2018,Community Housing,205,28,0,28,SUNSHINE COAST,CALOUNDRA
4350,2,APARTMENT,9/04/2018,19/04/2018,3/05/2018,Community Housing,207,10,14,24,TOOWOOMBA,TOOWOOMBA NORTH
4105,2,APARTMENT,5/05/2018,8/05/2018,21/05/2018,Community Housing,107,3,13,16,BRISBANE,MILLER
4702,2,APARTMENT,22/03/2018,23/03/2018,14/05/2018,Community Housing,206,1,52,53,ROCKHAMPTON,ROCKHAMPTON
4810,1,APARTMENT,9/05/2018,21/05/2018,21/05/2018,Community Housing,201,12,0,12,TOWNSVILLE,TOWNSVILLE
4810,1,APARTMENT,9/05/2018,17/05/2018,18/05/2018,Community Housing,201,8,1,9,TOWNSVILLE,TOWNSVILLE
4701,2,APARTMENT,16/04/2018,30/04/2018,15/05/2018,Community Housing,206,14,15,29,ROCKHAMPTON,ROCKHAMPTON
4701,2,APARTMENT,16/04/2018,14/05/2018,15/05/2018,Community Housing,206,28,1,29,ROCKHAMPTON,ROCKHAMPTON
4503,2,ATTACHED HOUSING,24/04/2018,1/05/2018,15/05/2018,Community Housing,103,7,14,21,MORETON BAY,MURRUMBA
4701,2,APARTMENT,1/03/2018,30/04/2018,1/05/2018,Community Housing,206,60,1,61,ROCKHAMPTON,ROCKHAMPTON
4101,1,APARTMENT,18/04/2018,10/05/2018,10/05/2018,Community Housing,108,22,0,22,BRISBANE,SOUTH BRISBANE
4101,1,APARTMENT,24/04/2018,21/05/2018,21/05/2018,Community Housing,108,27,0,27,BRISBANE,SOUTH BRISBANE
4101,1,APARTMENT,16/04/2018,11/05/2018,11/05/2018,Community Housing,108,25,0,25,BRISBANE,SOUTH BRISBANE
4101,1,APARTMENT,2/05/2018,18/05/2018,18/05/2018,Community Housing,108,16,0,16,BRISBANE,SOUTH BRISBANE
4101,1,APARTMENT,20/04/2018,11/05/2018,11/05/2018,Community Housing,108,21,0,21,BRISBANE,SOUTH BRISBANE
4101,1,APARTMENT,11/05/2018,18/05/2018,18/05/2018,Community Housing,108,7,0,7,BRISBANE,SOUTH BRISBANE
4101,1,APARTMENT,2/05/2018,18/05/2018,18/05/2018,Community Housing,108,16,0,16,BRISBANE,SOUTH BRISBANE
4802,1,APARTMENT,3/05/2018,10/05/2018,11/05/2018,Community Housing,203,7,1,8,WHITSUNDAY,WHITSUNDAY
4215,2,APARTMENT,14/05/2018,17/05/2018,18/05/2018,Community Housing,204,3,1,4,GOLD COAST,SOUTHPORT
4610,1,APARTMENT,3/05/2018,14/05/2018,15/05/2018,Community Housing,213,11,1,12,SOUTH BURNETT,NANANGO
4350,3,DETACHED HOUSE,5/04/2018,30/04/2018,3/05/2018,Community Housing,207,25,3,28,TOOWOOMBA,TOOWOOMBA NORTH
4880,2,DUPLEX,14/05/2018,17/05/2018,31/05/2018,Community Housing,202,3,14,17,MAREEBA,COOK
4880,3,DETACHED HOUSE,3/05/2018,3/05/2018,11/05/2018,Community Housing,202,0,8,8,MAREEBA,COOK
4655,2,DUPLEX,18/04/2018,2/05/2018,2/05/2018,Community Housing,213,14,0,14,FRASER COAST,HERVEY BAY
4655,3,DUPLEX,30/05/2018,30/05/2018,30/05/2018,Community Housing,213,0,0,0,FRASER COAST,HERVEY BAY
4655,3,DUPLEX,1/05/2018,10/05/2018,14/05/2018,Community Housing,213,9,4,13,FRASER COAST,HERVEY BAY
4655,3,DUPLEX,1/05/2018,15/05/2018,24/05/2018,Community Housing,213,14,9,23,FRASER COAST,HERVEY BAY
4670,2,DUPLEX,23/05/2018,25/05/2018,29/05/2018,Community Housing,208,2,4,6,BUNDABERG,BUNDABERG
4178,2,ATTACHED HOUSING,30/11/2017,11/05/2018,11/05/2018,Community Housing,109,162,0,162,BRISBANE,LYTTON
4812,2,APARTMENT,22/04/2018,26/04/2018,8/05/2018,Community Housing,201,4,12,16,TOWNSVILLE,TOWNSVILLE
4812,2,APARTMENT,18/04/2018,3/05/2018,28/05/2018,Community Housing,201,15,25,40,TOWNSVILLE,TOWNSVILLE
4817,3,DETACHED HOUSE,28/04/2018,4/05/2018,27/05/2018,Community Housing,201,6,23,29,TOWNSVILLE,THURINGOWA
4810,2,APARTMENT,2/05/2018,3/05/2018,18/05/2018,Community Housing,201,1,15,16,TOWNSVILLE,TOWNSVILLE
4011,2,DETACHED HOUSE,12/04/2018,3/05/2018,3/05/2018,Community Housing,108,21,0,21,BRISBANE,CLAYFIELD
4054,2,DETACHED HOUSE,20/04/2018,16/05/2018,16/05/2018,Community Housing,108,26,0,26,BRISBANE,FERNY GROVE
4869,4,DETACHED HOUSE,5/04/2018,6/04/2018,16/05/2018,Community Housing,202,1,40,41,CAIRNS,MULGRAVE
4700,2,ATTACHED HOUSING,11/04/2018,19/04/2018,2/05/2018,Community Housing,206,8,13,21,ROCKHAMPTON,ROCKHAMPTON
4506,2,DUPLEX,17/04/2018,20/04/2018,8/05/2018,Community Housing,103,3,18,21,MORETON BAY,MORAYFIELD
4106,2,APARTMENT,19/04/2018,20/04/2018,4/05/2018,Community Housing,107,1,14,15,BRISBANE,TOOHEY
4870,2,DUPLEX,19/03/2018,20/03/2018,11/05/2018,Community Housing,202,1,52,53,CAIRNS,CAIRNS
4868,3,DETACHED HOUSE,16/05/2018,17/05/2018,22/05/2018,Community Housing,202,1,5,6,CAIRNS,MULGRAVE
4810,2,APARTMENT,16/04/2018,23/04/2018,3/05/2018,Community Housing,201,7,10,17,TOWNSVILLE,TOWNSVILLE
4870,1,APARTMENT,12/04/2018,1/05/2018,4/05/2018,Community Housing,202,19,3,22,CAIRNS,CAIRNS
4870,1,APARTMENT,10/05/2018,10/05/2018,29/05/2018,Community Housing,202,0,19,19,CAIRNS,CAIRNS
4870,2,APARTMENT,17/04/2018,18/04/2018,2/05/2018,Community Housing,202,1,14,15,CAIRNS,CAIRNS
4680,4,DETACHED HOUSE,17/04/2018,18/04/2018,30/05/2018,Community Housing,212,1,42,43,GLADSTONE,GLADSTONE
4053,2,APARTMENT,3/05/2018,3/05/2018,3/05/2018,Community Housing,108,0,0,0,BRISBANE,FERNY GROVE
4209,2,APARTMENT,20/04/2018,3/05/2018,10/05/2018,Community Housing,204,13,7,20,GOLD COAST,COOMERA
4006,1,APARTMENT,2/03/2018,16/05/2018,16/05/2018,Community Housing,108,75,0,75,BRISBANE,MCCONNEL
4006,1,APARTMENT,17/05/2018,17/05/2018,17/05/2018,Community Housing,108,0,0,0,BRISBANE,MCCONNEL
4210,4,DETACHED HOUSE,20/04/2018,27/04/2018,1/05/2018,Community Housing,204,7,4,11,GOLD COAST,COOMERA
4122,3,DETACHED HOUSE,23/03/2018,29/03/2018,9/05/2018,Community Housing,107,6,41,47,BRISBANE,MANSFIELD
4018,1,APARTMENT,23/05/2018,23/05/2018,23/05/2018,Community Housing,105,0,0,0,BRISBANE,SANDGATE
4018,1,APARTMENT,8/05/2018,8/05/2018,8/05/2018,Community Housing,105,0,0,0,BRISBANE,SANDGATE
4012,3,DETACHED HOUSE,24/04/2018,2/05/2018,2/05/2018,Community Housing,105,8,0,8,BRISBANE,NUDGEE
4019,2,APARTMENT,27/04/2018,1/05/2018,11/05/2018,Community Housing,110,4,10,14,MORETON BAY,REDCLIFFE
4163,2,APARTMENT,20/04/2018,11/05/2018,11/05/2018,Community Housing,106,21,0,21,REDLAND,OODGEROO
4006,1,APARTMENT,24/05/2018,24/05/2018,24/05/2018,Community Housing,108,0,0,0,BRISBANE,BRISBANE CENTRAL
4006,1,APARTMENT,17/05/2018,17/05/2018,17/05/2018,Community Housing,108,0,0,0,BRISBANE,BRISBANE CENTRAL
4006,1,APARTMENT,17/05/2018,18/05/2018,18/05/2018,Community Housing,108,1,0,1,BRISBANE,BRISBANE CENTRAL
4006,1,APARTMENT,10/05/2018,11/05/2018,11/05/2018,Community Housing,108,1,0,1,BRISBANE,BRISBANE CENTRAL
